Function,Dimensions,Fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mean,Std. Dev.
Rosenbrock,10,1981822.293,5080195.993,2989857.204,3414077.711,4074491.463,3333893.145,4379290.59,3566647.933,2280321.707,3165594.022,2093845.077,1026993.516,2705223.249,2546089.491,3964954.986,4575435.101,4861491.902,3217886.154,3346483.646,3441274.285,2304205.067,2702106.685,2023023.646,3748399.813,2429167.818,5215508.499,4375730.94,2154751.763,2622086.357,2636552.096,,3208580.072,1029166.261
Rosenbrock,20,6822895.44,6491373.192,7712932.373,5787793.183,6397144.287,7739095.621,7536319.456,5773596.899,9579424.096,5725833.586,6733014.806,7399487.019,6621130.252,7452469.779,6969305.235,5955114.75,7481864.029,5797067.557,6847366.08,6514643.981,8017623.168,6041834.821,4451543.565,6180279.617,5226250.542,5723815.325,4969926.904,6475198.665,5849274.912,5948317.098,,6540731.208,1038070.46
Rosenbrock,30,1.12E+07,1.10E+07,1.12E+07,1.01E+07,1.06E+07,9604937.721,9978541.993,1.02E+07,1.13E+07,1.15E+07,8150139.964,8703804.932,1.13E+07,1.14E+07,9601140.895,9084100.503,8112808.221,1.31E+07,1.02E+07,9458685.182,1.28E+07,1.20E+07,8700412.975,9201518.654,1.11E+07,9512518.771,9043727.163,6702391.828,1.09E+07,1.18E+07,,10261144.61,1459798.931
Rastrigin,10,49640.89896,63150.07003,27547.19272,49248.10666,39253.2016,62551.26781,79071.62384,45145.36888,63544.99996,36024.68849,106050.8952,63007.56521,40255.65725,33010.87212,41681.91256,53205.99871,68962.32574,79159.40502,56809.36424,63422.40915,69463.18094,47523.42285,55696.76304,72870.74794,84359.01761,36169.22116,62061.49294,84734.81424,68099.89887,66286.57928,,58933.6321,17880.30786
Rastrigin,20,298037.6001,223048.1513,268765.3634,282891.1913,255601.1696,260132.2088,223678.3119,224616.598,186318.919,167340.6385,278649.4902,337072.0876,178116.195,243045.9858,185862.5561,233466.5696,247791.03,138496.1566,380653.3544,225302.7079,215037.4161,210982.1564,213137.4361,210156.4046,308008.7953,271944.4316,166853.0543,338914.689,229478.43,240546.0433,,241464.8381,54970.90064
Rastrigin,30,531935.109,509047.9309,652790.8597,443319.5651,611599.7416,511939.2308,490808.6917,509039.9181,549038.2885,580408.9608,652297.4402,584672.2495,451417.3993,586467.0992,620373.7252,558903.5408,544075.2735,578234.6706,540804.1882,466930.9691,636319.0102,553481.1262,406002.0795,426898.0615,509594.8359,601580.5254,558085.8885,525571.61,533847.924,566093.7465,,543052.6553,63854.45237
Griewangk,10,142.6765962,255.3130424,225.1969164,156.0769894,181.8509293,280.687296,136.094895,227.0802289,179.9079926,278.13744,278.6350749,279.2608155,179.1036263,155.369557,120.3430524,161.0061658,244.1731969,256.2828694,166.338986,260.1822876,286.179543,211.3775661,185.7181036,197.1372324,239.8885884,123.9423577,157.9737498,300.2283382,252.1721928,125.8874327,,208.1407688,56.5967605
Griewangk,20,417.5857426,407.8628543,372.3449241,549.8545609,427.7335707,520.9385983,470.1042842,457.309461,486.5874284,300.1507819,422.5822149,293.8300238,381.9199384,362.4033116,412.786021,393.8100061,375.3954543,451.0395788,596.214955,354.8102633,356.5888839,343.4125737,464.2098535,380.7265084,499.0678488,367.9951771,326.1590261,535.4337869,540.1677623,287.5328193,,418.5519404,80.58323645
Griewangk,30,486.466593,579.1146788,619.2483432,726.7472464,757.4512562,819.860071,678.8852017,794.0294317,577.4412229,526.5450387,613.6648238,469.5872567,669.3595417,592.4587465,589.2861082,756.4307261,570.2871018,549.3669383,547.140127,704.8754782,679.5407303,579.5647556,787.0928659,518.5578013,719.4248015,621.199747,668.5209332,618.1078864,643.5748433,631.5457741,,636.5125357,92.39475304
Sine Envelope Sine Wave,10,-6.570205475,-5.998020929,-5.70060654,-7.198208868,-8.76244954,-6.406105717,-6.422934337,-5.781486749,-5.862032905,-7.431556862,-7.390583424,-6.378166153,-7.380274023,-5.253782061,-7.948625655,-5.762926351,-5.647626653,-6.44574547,-6.730937235,-7.810752362,-6.196915555,-7.352288554,-6.105592438,-6.974421433,-6.937631635,-6.642392425,-6.459950663,-7.351313608,-6.63919882,-6.712950827,,-6.675189442,0.784934574
Sine Envelope Sine Wave,20,-12.47326717,-12.24889714,-13.32081055,-14.12781826,-13.99691128,-14.92263311,-14.7101995,-13.19930255,-14.06612523,-11.95902451,-15.32224468,-13.68254374,-13.0897994,-14.16126648,-14.43618226,-14.8639621,-13.57894313,-13.73800656,-14.34806902,-15.05741089,-13.02086594,-12.67557614,-13.58583509,-15.38444402,-13.03755978,-14.04504359,-13.88156809,-14.01502936,-13.32400987,-14.80626894,,-13.83598728,0.89463362
